timestamp,tollID,company,charge
2022-01-09 06:19:00,OO09,OO,2.50
2022-01-09 06:41:00,KO09,KO,2.05
2022-01-09 06:42:00,KO07,KO,1.85
2022-01-09 06:51:00,EG05,EG,1.70
2022-01-09 07:03:00,EG26,EG,1.80
2022-01-09 07:04:00,AM02,AM,2.00
2022-01-09 07:11:00,NAO21,NAO,2.50
2022-01-09 07:18:00,AM08,AM,2.80
2022-01-09 07:39:00,MO08,MO,3.15
2022-01-09 07:46:00,EG06,EG,1.70
2022-01-09 07:58:00,OO08,OO,1.90
2022-01-09 08:53:00,NAO31,NAO,2.50
2022-01-09 09:11:00,EG31,EG,1.40
2022-01-09 09:31:00,EG13,EG,1.20
2022-01-09 09:57:00,NAO07,NAO,2.50
2022-01-09 10:15:00,NAO38,NAO,2.50
2022-01-09 10:47:00,EG29,EG,1.50
2022-01-09 10:52:00,NO01,NO,3.85
2022-01-09 11:09:00,MO03,MO,2.10
2022-01-09 11:13:00,EG03,EG,1.20
2022-01-09 11:14:00,AM10,AM,3.10
2022-01-09 11:22:00,EG03,EG,1.20
2022-01-09 11:31:00,EG01,EG,3.00
2022-01-09 12:10:00,KO02,KO,3.40
2022-01-09 12:48:00,NAO16,NAO,2.50
2022-01-09 12:58:00,OO04,OO,2.40
2022-01-09 13:51:00,NO10,NO,4.20
2022-01-09 14:40:00,NAO30,NAO,2.50
2022-01-09 15:00:00,NO12,NO,3.35
2022-01-09 15:06:00,AM10,AM,3.10
2022-01-09 15:11:00,NO07,NO,3.55
2022-01-09 15:17:00,MO09,MO,2.70
2022-01-09 15:26:00,NAO03,NAO,2.50
2022-01-09 15:27:00,KO05,KO,1.90
2022-01-09 15:30:00,MO05,MO,2.60
2022-01-09 15:40:00,KO08,KO,1.85
2022-01-09 15:47:00,AM09,AM,3.10
2022-01-09 15:56:00,OO01,OO,2.30
2022-01-09 15:58:00,NAO06,NAO,2.50
2022-01-09 16:07:00,EG21,EG,1.60
2022-01-09 16:14:00,EG02,EG,3.00
2022-01-09 16:21:00,NAO01,NAO,2.50
2022-01-09 16:35:00,EG12,EG,0.50
2022-01-09 16:45:00,KO09,KO,2.05
2022-01-09 16:46:00,EG33,EG,2.00
2022-01-09 16:47:00,EG30,EG,1.50
2022-01-09 16:58:00,EG24,EG,1.40
2022-01-09 17:11:00,NO04,NO,3.25
2022-01-09 17:59:00,EG11,EG,0.50
2022-01-09 18:01:00,EG31,EG,1.40
2022-01-09 18:13:00,EG27,EG,1.40
2022-01-09 18:32:00,AM01,AM,2.00
2022-01-09 18:38:00,NAO26,NAO,2.50
2022-01-09 18:52:00,NO07,NO,3.55
2022-01-09 19:04:00,NO12,NO,3.35
2022-01-09 19:59:00,AM02,AM,2.00
2022-01-09 20:06:00,KO05,KO,1.90
2022-01-09 20:34:00,OO05,OO,3.50
2022-01-09 20:43:00,AM08,AM,2.80
2022-01-09 20:48:00,EG04,EG,1.20
2022-01-09 20:54:00,EG01,EG,3.00
2022-01-09 20:54:00,EG37,EG,1.40
2022-01-09 21:11:00,NAO25,NAO,2.50
2022-01-09 21:51:00,NAO09,NAO,2.50
2022-01-09 22:10:00,MO08,MO,3.15
2022-01-09 22:14:00,EG31,EG,1.40
2022-01-09 22:36:00,NAO06,NAO,2.50
2022-01-09 23:04:00,MO12,MO,2.05
2022-01-09 23:10:00,EG37,EG,1.40
2022-01-09 23:27:00,NAO12,NAO,2.50
2022-01-09 23:37:00,NO02,NO,3.85
2022-01-09 23:39:00,KO10,KO,2.05
2022-01-10 00:08:00,KO07,KO,1.85
2022-01-10 00:21:00,AM06,AM,3.60
2022-01-10 00:33:00,NAO27,NAO,2.50
2022-01-10 00:39:00,AM09,AM,3.10
2022-01-10 00:42:00,EG36,EG,1.00
2022-01-10 01:04:00,NAO21,NAO,2.50
2022-01-10 01:11:00,MO01,MO,1.35
2022-01-10 01:18:00,OO07,OO,1.90
2022-01-10 01:27:00,EG09,EG,0.90
2022-01-10 01:42:00,MO05,MO,2.60
2022-01-10 01:43:00,AM07,AM,2.80
2022-01-10 01:54:00,KO08,KO,1.85
2022-01-10 02:36:00,AM08,AM,2.80
2022-01-10 03:18:00,NAO40,NAO,2.50
2022-01-10 03:24:00,EG12,EG,0.50
2022-01-10 03:29:00,AM03,AM,2.20
2022-01-10 03:45:00,MO05,MO,2.60
2022-01-10 03:47:00,KO03,KO,2.95
2022-01-10 03:53:00,EG21,EG,1.60
2022-01-10 03:57:00,AM05,AM,3.60
2022-01-10 04:02:00,OO06,OO,3.50
2022-01-10 04:50:00,AM02,AM,2.00
2022-01-10 04:57:00,NO01,NO,3.85
2022-01-10 05:08:00,OO05,OO,3.50
2022-01-10 05:09:00,NAO15,NAO,2.50
2022-01-10 05:39:00,NAO13,NAO,2.50
2022-01-10 05:42:00,NAO08,NAO,2.50
2022-01-10 05:47:00,NAO19,NAO,2.50
2022-01-10 05:58:00,EG33,EG,2.00
2022-01-10 06:06:00,AM04,AM,2.20
2022-01-10 06:49:00,AM01,AM,2.00
2022-01-10 06:57:00,EG16,EG,1.20
2022-01-10 07:11:00,EG36,EG,1.00
2022-01-10 07:20:00,NAO09,NAO,2.50
2022-01-10 07:22:00,EG03,EG,1.20
2022-01-10 07:26:00,EG34,EG,2.00
2022-01-10 07:30:00,NO01,NO,3.85
2022-01-10 07:41:00,EG19,EG,1.40
2022-01-10 08:16:00,NO10,NO,4.20
2022-01-10 08:17:00,NAO33,NAO,2.50
2022-01-10 08:23:00,NAO21,NAO,2.50
2022-01-10 08:24:00,AM03,AM,2.20
2022-01-10 09:27:00,EG02,EG,3.00
2022-01-10 09:51:00,NAO24,NAO,2.50
2022-01-10 10:07:00,NO10,NO,4.20
2022-01-10 10:19:00,EG20,EG,1.40
2022-01-10 10:58:00,KO09,KO,2.05
2022-01-10 11:27:00,NO02,NO,3.85
2022-01-10 11:43:00,NAO09,NAO,2.50
2022-01-10 11:51:00,AM02,AM,2.00
2022-01-10 12:06:00,NO14,NO,4.15
2022-01-10 12:27:00,NO11,NO,3.35
2022-01-10 12:30:00,NAO01,NAO,2.50
2022-01-10 12:33:00,EG06,EG,1.70
2022-01-10 13:05:00,EG22,EG,1.60
2022-01-10 13:12:00,AM05,AM,3.60
2022-01-10 13:14:00,OO09,OO,2.50
2022-01-10 13:15:00,KO01,KO,3.40
2022-01-10 13:21:00,OO10,OO,2.50
2022-01-10 13:28:00,OO09,OO,2.50
2022-01-10 13:41:00,NAO35,NAO,2.50
2022-01-10 13:50:00,NO01,NO,3.85
2022-01-10 13:52:00,EG24,EG,1.40
2022-01-10 14:01:00,EG10,EG,0.90
2022-01-10 14:16:00,GE02,GE,14.70
2022-01-10 15:01:00,EG28,EG,1.40
2022-01-10 15:16:00,EG28,EG,1.40
2022-01-10 15:28:00,NO10,NO,4.20
2022-01-10 15:29:00,NAO31,NAO,2.50
2022-01-10 16:01:00,OO03,OO,2.40
2022-01-10 16:20:00,NO07,NO,3.55
2022-01-10 17:56:00,EG08,EG,1.80
2022-01-10 18:12:00,KO03,KO,2.95
2022-01-10 18:31:00,AM06,AM,3.60
2022-01-10 18:38:00,EG05,EG,1.70
2022-01-10 19:50:00,AM05,AM,3.60
2022-01-10 20:20:00,NAO05,NAO,2.50
2022-01-10 20:30:00,GE02,GE,14.70
2022-01-10 20:51:00,KO01,KO,3.40
2022-01-10 21:18:00,NAO08,NAO,2.50
2022-01-10 22:24:00,EG36,EG,1.00
2022-01-10 22:54:00,NO04,NO,3.25
2022-01-10 23:03:00,EG15,EG,1.20
2022-01-10 23:07:00,MO06,MO,2.60
2022-01-10 23:25:00,OO02,OO,2.30
2022-01-10 23:41:00,EG02,EG,3.00
2022-01-11 00:02:00,AM06,AM,3.60
2022-01-11 00:07:00,NAO29,NAO,2.50
2022-01-11 00:07:00,NAO32,NAO,2.50
2022-01-11 00:31:00,OO06,OO,3.50
2022-01-11 00:40:00,EG37,EG,1.40
2022-01-11 01:19:00,EG26,EG,1.80
2022-01-11 01:26:00,KO03,KO,2.95
2022-01-11 01:40:00,NAO33,NAO,2.50
2022-01-11 01:49:00,OO05,OO,3.50
2022-01-11 01:57:00,GE02,GE,14.70
2022-01-11 02:13:00,NAO03,NAO,2.50
2022-01-11 02:13:00,NO03,NO,3.25
2022-01-11 02:18:00,EG36,EG,1.00
2022-01-11 02:33:00,EG16,EG,1.20
2022-01-11 02:34:00,NO07,NO,3.55
2022-01-11 03:18:00,MO05,MO,2.60
2022-01-11 04:26:00,NAO25,NAO,2.50
2022-01-11 04:29:00,NAO10,NAO,2.50
2022-01-11 04:38:00,OO01,OO,2.30
2022-01-11 05:00:00,OO08,OO,1.90
2022-01-11 05:04:00,KO09,KO,2.05
2022-01-11 05:10:00,AM05,AM,3.60
2022-01-11 06:13:00,EG29,EG,1.50
2022-01-11 06:19:00,EG26,EG,1.80
2022-01-11 07:05:00,KO01,KO,3.40
2022-01-11 07:25:00,NAO41,NAO,2.50
2022-01-11 08:04:00,EG37,EG,1.40
2022-01-11 08:13:00,NAO38,NAO,2.50
2022-01-11 08:32:00,EG14,EG,1.20
2022-01-11 08:36:00,EG33,EG,2.00
2022-01-11 08:52:00,AM08,AM,2.80
2022-01-11 09:03:00,KO03,KO,2.95
2022-01-11 09:44:00,NAO41,NAO,2.50
2022-01-11 10:46:00,EG32,EG,1.40
2022-01-11 10:48:00,AM02,AM,2.00
2022-01-11 10:56:00,EG11,EG,0.50
2022-01-11 12:06:00,AM01,AM,2.00
2022-01-11 12:29:00,NO12,NO,3.35
2022-01-11 12:50:00,EG10,EG,0.90
2022-01-11 12:57:00,EG11,EG,0.50
2022-01-11 13:00:00,EG16,EG,1.20
2022-01-11 13:15:00,EG10,EG,0.90
2022-01-11 13:15:00,NAO07,NAO,2.50
2022-01-11 13:25:00,NAO14,NAO,2.50
2022-01-11 13:42:00,NAO26,NAO,2.50
2022-01-11 14:22:00,NAO11,NAO,2.50
2022-01-11 15:30:00,OO10,OO,2.50
2022-01-11 15:42:00,NAO40,NAO,2.50
2022-01-11 16:19:00,NO11,NO,3.35
2022-01-11 16:27:00,AM02,AM,2.00
2022-01-11 16:36:00,EG24,EG,1.40
2022-01-11 17:30:00,KO09,KO,2.05
2022-01-11 17:49:00,NO05,NO,3.25
2022-01-11 17:52:00,OO08,OO,1.90
2022-01-11 18:04:00,NAO03,NAO,2.50
2022-01-11 19:19:00,EG31,EG,1.40
2022-01-11 19:30:00,EG37,EG,1.40
2022-01-11 19:36:00,NAO05,NAO,2.50
2022-01-11 19:44:00,EG18,EG,2.10
2022-01-11 19:54:00,NAO18,NAO,2.50
2022-01-11 19:59:00,NAO03,NAO,2.50
2022-01-11 20:05:00,EG10,EG,0.90
2022-01-11 20:07:00,KO02,KO,3.40
2022-01-11 20:21:00,NO09,NO,4.20
2022-01-11 20:48:00,EG15,EG,1.20
2022-01-11 21:15:00,EG30,EG,1.50
2022-01-11 21:18:00,AM02,AM,2.00
2022-01-11 21:25:00,NO07,NO,3.55
2022-01-11 22:06:00,OO02,OO,2.30
2022-01-11 22:40:00,KO05,KO,1.90
2022-01-12 00:06:00,KO07,KO,1.85
2022-01-12 00:07:00,AM05,AM,3.60
2022-01-12 00:24:00,NAO11,NAO,2.50
2022-01-12 00:37:00,EG05,EG,1.70
2022-01-12 00:43:00,NAO23,NAO,2.50
2022-01-12 01:04:00,NAO24,NAO,2.50
2022-01-12 01:20:00,KO03,KO,2.95
2022-01-12 01:43:00,AM05,AM,3.60
2022-01-12 01:43:00,NAO07,NAO,2.50
2022-01-12 02:32:00,NO01,NO,3.85
2022-01-12 03:09:00,NO02,NO,3.85
2022-01-12 03:43:00,AM03,AM,2.20
2022-01-12 03:55:00,NO05,NO,3.25
2022-01-12 04:27:00,AM02,AM,2.00
2022-01-12 04:54:00,NAO29,NAO,2.50
2022-01-12 05:01:00,AM01,AM,2.00
2022-01-12 05:44:00,NAO16,NAO,2.50
2022-01-12 06:38:00,KO09,KO,2.05
2022-01-12 07:13:00,EG20,EG,1.40
2022-01-12 08:08:00,NO14,NO,4.15
2022-01-12 08:16:00,KO09,KO,2.05
2022-01-12 08:20:00,NAO26,NAO,2.50
2022-01-12 08:39:00,AM04,AM,2.20
2022-01-12 08:46:00,NO01,NO,3.85
2022-01-12 09:13:00,EG19,EG,1.40
2022-01-12 09:34:00,OO10,OO,2.50
2022-01-12 09:46:00,EG35,EG,1.00
2022-01-12 10:10:00,OO01,OO,2.30
2022-01-12 10:16:00,KO03,KO,2.95
2022-01-12 10:28:00,AM10,AM,3.10
2022-01-12 10:38:00,OO05,OO,3.50
2022-01-12 10:50:00,OO01,OO,2.30
2022-01-12 11:04:00,EG21,EG,1.60
2022-01-12 11:26:00,AM02,AM,2.00
2022-01-12 12:08:00,KO03,KO,2.95
2022-01-12 12:08:00,KO08,KO,1.85
2022-01-12 12:16:00,NAO09,NAO,2.50
2022-01-12 12:26:00,NO09,NO,4.20
2022-01-12 12:50:00,EG26,EG,1.80
2022-01-12 13:03:00,NO09,NO,4.20
2022-01-12 13:05:00,EG17,EG,2.10
2022-01-12 13:48:00,KO05,KO,1.90
2022-01-12 14:37:00,OO02,OO,2.30
2022-01-12 14:53:00,NAO10,NAO,2.50
2022-01-12 15:20:00,NAO20,NAO,2.50
2022-01-12 16:18:00,NAO01,NAO,2.50
2022-01-12 16:20:00,NO09,NO,4.20
2022-01-12 18:18:00,NAO30,NAO,2.50
2022-01-12 18:45:00,KO10,KO,2.05
2022-01-12 18:51:00,EG14,EG,1.20
2022-01-12 19:03:00,AM02,AM,2.00
2022-01-12 19:07:00,NAO26,NAO,2.50
2022-01-12 19:21:00,OO09,OO,2.50
2022-01-12 19:36:00,EG07,EG,1.80
2022-01-12 19:47:00,MO08,MO,3.15
2022-01-12 20:08:00,EG19,EG,1.40
2022-01-12 20:44:00,NO04,NO,3.25
2022-01-12 20:58:00,AM05,AM,3.60
2022-01-12 21:15:00,MO05,MO,2.60
2022-01-12 21:24:00,KO06,KO,1.90
2022-01-12 21:43:00,KO09,KO,2.05
2022-01-12 21:50:00,EG12,EG,0.50
2022-01-12 22:17:00,NO05,NO,3.25
2022-01-12 22:20:00,NAO33,NAO,2.50
2022-01-12 22:43:00,OO09,OO,2.50
2022-01-12 23:01:00,OO02,OO,2.30
2022-01-12 23:44:00,OO01,OO,2.30
2022-01-12 23:49:00,EG32,EG,1.40
2022-01-12 23:54:00,AM04,AM,2.20
2022-01-13 00:15:00,NAO11,NAO,2.50
2022-01-13 00:32:00,NAO30,NAO,2.50
2022-01-13 00:37:00,NO05,NO,3.25
2022-01-13 01:25:00,AM04,AM,2.20
2022-01-13 01:32:00,NAO38,NAO,2.50
2022-01-13 01:52:00,NO05,NO,3.25
2022-01-13 02:26:00,EG26,EG,1.80
2022-01-13 02:33:00,AM01,AM,2.00
2022-01-13 02:39:00,NO10,NO,4.20
2022-01-13 02:56:00,KO07,KO,1.85
2022-01-13 03:32:00,NAO09,NAO,2.50
2022-01-13 04:26:00,NAO26,NAO,2.50
2022-01-13 04:28:00,KO09,KO,2.05
2022-01-13 04:36:00,NO04,NO,3.25
2022-01-13 05:31:00,OO06,OO,3.50
2022-01-13 05:31:00,OO06,OO,3.50
2022-01-13 05:35:00,NAO07,NAO,2.50
2022-01-13 05:42:00,EG33,EG,2.00
2022-01-13 05:45:00,EG07,EG,1.80
2022-01-13 06:35:00,OO10,OO,2.50
2022-01-13 06:49:00,NAO39,NAO,2.50
2022-01-13 08:58:00,AM06,AM,3.60
2022-01-13 09:00:00,OO07,OO,1.90
2022-01-13 09:06:00,NO07,NO,3.55
2022-01-13 10:09:00,OO01,OO,2.30
2022-01-13 10:13:00,EG20,EG,1.40
2022-01-13 10:18:00,OO03,OO,2.40
2022-01-13 10:27:00,EG15,EG,1.20
2022-01-13 10:32:00,EG07,EG,1.80
2022-01-13 10:53:00,OO08,OO,1.90
2022-01-13 11:04:00,NO10,NO,4.20
2022-01-13 11:48:00,KO02,KO,3.40
2022-01-13 12:31:00,OO08,OO,1.90
2022-01-13 12:35:00,NAO15,NAO,2.50
2022-01-13 12:46:00,NAO15,NAO,2.50
2022-01-13 14:24:00,OO10,OO,2.50
2022-01-13 14:31:00,EG34,EG,2.00
2022-01-13 14:57:00,EG06,EG,1.70
2022-01-13 15:28:00,AM02,AM,2.00
2022-01-13 16:06:00,NAO31,NAO,2.50
2022-01-13 16:07:00,KO02,KO,3.40
2022-01-13 16:18:00,NO11,NO,3.35
2022-01-13 16:27:00,EG05,EG,1.70
2022-01-13 16:28:00,AM07,AM,2.80
2022-01-13 16:35:00,NO14,NO,4.15
2022-01-13 16:57:00,AM08,AM,2.80
2022-01-13 17:16:00,EG33,EG,2.00
2022-01-13 17:24:00,NAO32,NAO,2.50
2022-01-13 17:26:00,EG36,EG,1.00
2022-01-13 18:44:00,EG36,EG,1.00
2022-01-13 19:01:00,NO12,NO,3.35
2022-01-13 19:05:00,EG08,EG,1.80
2022-01-13 19:14:00,AM06,AM,3.60
2022-01-13 19:21:00,KO01,KO,3.40
2022-01-13 20:04:00,NAO23,NAO,2.50
2022-01-13 20:46:00,MO10,MO,2.70
2022-01-13 21:05:00,EG15,EG,1.20
2022-01-13 21:26:00,OO04,OO,2.40
2022-01-13 21:44:00,KO04,KO,2.95
2022-01-13 21:57:00,NO07,NO,3.55
2022-01-13 22:05:00,AM05,AM,3.60
2022-01-13 22:11:00,NO02,NO,3.85
2022-01-13 22:16:00,EG32,EG,1.40
2022-01-13 22:34:00,AM05,AM,3.60
2022-01-13 22:34:00,NO11,NO,3.35
2022-01-13 22:37:00,KO10,KO,2.05
2022-01-13 22:45:00,NAO07,NAO,2.50
2022-01-13 23:02:00,NAO32,NAO,2.50
2022-01-13 23:10:00,NAO15,NAO,2.50
2022-01-13 23:21:00,OO03,OO,2.40
2022-01-13 23:44:00,EG13,EG,1.20
2022-01-13 23:51:00,NAO39,NAO,2.50
2022-01-14 00:09:00,KO02,KO,3.40
2022-01-14 00:38:00,EG36,EG,1.00
2022-01-14 00:41:00,AM06,AM,3.60
2022-01-14 01:28:00,KO04,KO,2.95
2022-01-14 01:49:00,MO03,MO,2.10
2022-01-14 02:20:00,EG18,EG,2.10
2022-01-14 02:22:00,NAO18,NAO,2.50
2022-01-14 02:25:00,EG37,EG,1.40
2022-01-14 02:42:00,NO11,NO,3.35
2022-01-14 03:45:00,EG12,EG,0.50
2022-01-14 03:49:00,NAO41,NAO,2.50
2022-01-14 04:23:00,MO03,MO,2.10
2022-01-14 04:49:00,NAO22,NAO,2.50
2022-01-14 05:26:00,EG38,EG,1.40
2022-01-14 06:12:00,KO10,KO,2.05
2022-01-14 06:14:00,NAO32,NAO,2.50
2022-01-14 06:23:00,EG05,EG,1.70
2022-01-14 06:28:00,NO12,NO,3.35
2022-01-14 07:10:00,EG08,EG,1.80
2022-01-14 07:10:00,OO08,OO,1.90
2022-01-14 07:21:00,AM09,AM,3.10
2022-01-14 07:30:00,NAO12,NAO,2.50
2022-01-14 07:36:00,MO04,MO,2.10
2022-01-14 08:11:00,EG06,EG,1.70
2022-01-14 08:54:00,EG38,EG,1.40
2022-01-14 09:09:00,KO09,KO,2.05
2022-01-14 09:15:00,NAO12,NAO,2.50
2022-01-14 10:19:00,NAO36,NAO,2.50
2022-01-14 10:39:00,AM07,AM,2.80
2022-01-14 11:03:00,NAO34,NAO,2.50
2022-01-14 11:06:00,AM05,AM,3.60
2022-01-14 11:12:00,OO03,OO,2.40
2022-01-14 11:31:00,KO01,KO,3.40
2022-01-14 12:08:00,NAO22,NAO,2.50
2022-01-14 12:44:00,GE01,GE,14.70
2022-01-14 13:02:00,AM10,AM,3.10
2022-01-14 13:04:00,OO06,OO,3.50
2022-01-14 13:12:00,NAO36,NAO,2.50
2022-01-14 13:22:00,NO12,NO,3.35
2022-01-14 14:26:00,GE02,GE,14.70
2022-01-14 15:38:00,EG22,EG,1.60
2022-01-14 15:40:00,AM07,AM,2.80
2022-01-14 15:48:00,NAO09,NAO,2.50
2022-01-14 16:03:00,OO03,OO,2.40
2022-01-14 16:07:00,EG16,EG,1.20
2022-01-14 16:10:00,EG14,EG,1.20
2022-01-14 16:14:00,AM08,AM,2.80
2022-01-14 16:45:00,KO05,KO,1.90
2022-01-14 16:46:00,NAO38,NAO,2.50
2022-01-14 18:12:00,NO01,NO,3.85
2022-01-14 18:17:00,EG24,EG,1.40
2022-01-14 19:00:00,EG29,EG,1.50
2022-01-14 19:11:00,KO04,KO,2.95
2022-01-14 19:17:00,NAO14,NAO,2.50
2022-01-14 19:32:00,GE01,GE,14.70
2022-01-14 19:37:00,NAO08,NAO,2.50
2022-01-14 19:43:00,KO10,KO,2.05
2022-01-14 20:18:00,NO03,NO,3.25
2022-01-14 20:19:00,AM02,AM,2.00
2022-01-14 20:59:00,EG33,EG,2.00
2022-01-14 21:28:00,NAO32,NAO,2.50
2022-01-14 21:36:00,NAO15,NAO,2.50
2022-01-14 21:59:00,NAO03,NAO,2.50
