OpID,Operator,TollID,Name,PM,Locality,Road,Lat,Long,Email,Price1,Price2,Price3,Price4
EG,Northern Corridor,EG70,Σταθμός Διοδίων Ίασμου Πλευρικά (Από Αλεξ/πολη),ΠΛ,Ροδόπης-Ίασμος,Εγνατία Οδός,41.11714,25.18443,operator-eg@toll-analysis.example,0.40,0.50,1.30,1.80
EG,Northern Corridor,EG71,Σταθμός Διοδίων Ίασμου Πλευρικά (Προς Αλεξ/πολη),ΠΛ,Ροδόπης-Ίασμος,Εγνατία Οδός,41.11562,25.18446,operator-eg@toll-analysis.example,0.40,0.50,1.30,1.80
EG,Northern Corridor,EG72,Σταθμός Διοδίων ΒΙ.ΠΕ. Κομοτηνής Πλευρικά (Από Ηγουμενίτσα),ΠΛ,Ροδόπης-Φύλακας,Εγνατία Οδός,41.05960,25.47539,operator-eg@toll-analysis.example,0.20,0.30,0.80,1.10
EG,Northern Corridor,EG73,Σταθμός Διοδίων ΒΙ.ΠΕ. Κομοτηνής Πλευρικά (Προς Ηγουμενίτσα),ΠΛ,Ροδόπης-Φύλακας,Εγνατία Οδός,41.06149,25.47661,operator-eg@toll-analysis.example,0.20,0.30,0.80,1.10
EG,Northern Corridor,EG74,Σταθμός Διοδίων Παναγιάς Πλευρικά,ΠΛ,Τρικάλων-Μαλακάσι,Εγνατία Οδός,39.78578,21.29482,operator-eg@toll-analysis.example,0.70,1.00,2.50,3.50
GE,Gulf Crossing,GE01,Σταθμός Διοδίων Γέφυρας Ρίου Αντιρρίου Μετωπικά (Προς Αντίρριο),ΜΤ,Αιτωλοακαρνανίας-Αντίρριο,Α/Δ Αντιρρίου-Ιωαννίνων,38.33383,21.76604,operator-ge@toll-analysis.example,2.00,14.70,46.50,74.50
GE,Gulf Crossing,GE02,Σταθμός Διοδίων Γέφυρας Ρίου Αντιρρίου Μετωπικά (Προς Ρίο),ΜΤ,Αιτωλοακαρνανίας-Αντίρριο,Α/Δ Αντιρρίου-Ιωαννίνων,38.33381,21.76581,operator-ge@toll-analysis.example,2.00,14.70,46.50,74.50
KO,Central Routes,KO01,Σταθμός Διοδίων Σοφάδων Μετωπικά (Προς Λαμία),ΜΤ,Καρδίτσας-Μαυραχάδες,Α/Δ Λαμίας-Τρικάλων,39.25717,22.08299,operator-ko@toll-analysis.example,2.35,3.40,8.50,11.95
KO,Central Routes,KO02,Σταθμός Διοδίων Σοφάδων Μετωπικά (Προς Τρίκαλα),ΜΤ,Καρδίτσας-Μαυραχάδες,Α/Δ Λαμίας-Τρικάλων,39.25691,22.08320,operator-ko@toll-analysis.example,2.35,3.40,8.50,11.95
KO,Central Routes,KO03,Σταθμός Διοδίων Τρικάλων Μετωπικά (Προς Λαμία),ΜΤ,Τρικάλων-Λόγγος,Α/Δ Λαμίας-Τρικάλων,39.52040,21.83212,operator-ko@toll-analysis.example,2.05,2.95,7.45,10.45
KO,Central Routes,KO04,Σταθμός Διοδίων Τρικάλων Μετωπικά (Προς Τρίκαλα),ΜΤ,Τρικάλων-Λόγγος,Α/Δ Λαμίας-Τρικάλων,39.52022,21.83249,operator-ko@toll-analysis.example,2.05,2.95,7.45,10.45
KO,Central Routes,KO05,Σταθμός Διοδίων Αγίας Τριάδας Μετωπικά (Προς Αθήνα),ΜΤ,Φθιώτιδος-Αγία Τριάδα,Α/Δ Αθηνών-Θεσσαλονίκης,38.80835,22.60256,operator-ko@toll-analysis.example,1.35,1.90,4.80,6.75
KO,Central Routes,KO06,Σταθμός Διοδίων Αγίας Τριάδας Μετωπικά (Προς Θεσσαλονίκη),ΜΤ,Φθιώτιδος-Αγία Τριάδα,Α/Δ Αθηνών-Θεσσαλονίκης,38.80869,22.60270,operator-ko@toll-analysis.example,1.35,1.90,4.80,6.75
KO,Central Routes,KO07,Σταθμός Διοδίων Λειανοκλαδίου Μετωπικά (Προς Λαμία),ΜΤ,Φθιώτιδος-Σταυρός,Κεντρική Οδός,38.91517,22.34873,operator-ko@toll-analysis.example,1.30,1.85,4.70,6.60
KO,Central Routes,KO08,Σταθμός Διοδίων Λειανοκλαδίου Μετωπικά (Προς Τρίκαλα),ΜΤ,Φθιώτιδος-Σταυρός,Κεντρική Οδός,38.91495,22.34906,operator-ko@toll-analysis.example,1.30,1.85,4.70,6.60
KO,Central Routes,KO09,Σταθμός Διοδίων Μαυρομαντήλας Μετωπικά (Προς Αθήνα),ΜΤ,Φθιώτιδος-Στυλίδα,Α/Δ Αθηνών-Θεσσαλονίκης,38.90419,22.52794,operator-ko@toll-analysis.example,1.45,2.05,5.15,7.25
KO,Central Routes,KO10,Σταθμός Διοδίων Μαυρομαντήλας Μετωπικά (Προς Θεσσαλονίκη),ΜΤ,Φθιώτιδος-Στυλίδα,Α/Δ Αθηνών-Θεσσαλονίκης,38.90403,22.52754,operator-ko@toll-analysis.example,1.45,2.05,5.15,7.25
KO,Central Routes,KO11,Σταθμός Διοδίων Ανάβρας Πλευρικά (Από Λαμία),ΠΛ,Καρδίτσας-Ανάβρα,Α/Δ Λαμίας-Τρικάλων,39.21048,22.06925,operator-ko@toll-analysis.example,1.40,2.00,5.00,7.00
KO,Central Routes,KO12,Σταθμός Διοδίων Ανάβρας Πλευρικά (Προς Λαμία),ΠΛ,Καρδίτσας-Ανάβρα,Α/Δ Λαμίας-Τρικάλων,39.21025,22.06905,operator-ko@toll-analysis.example,1.40,2.00,5.00,7.00
KO,Central Routes,KO13,Σταθμός Διοδίων Προαστίου Πλευρικά (Από Λαμία),ΠΛ,Καρδίτσας-Προάστιο,Α/Δ Λαμίας-Τρικάλων,39.47480,21.90310,operator-ko@toll-analysis.example,0.80,1.15,2.85,4.05
KO,Central Routes,KO14,Σταθμός Διοδίων Προαστίου Πλευρικά (Προς Λαμία),ΠΛ,Καρδίτσας-Προάστιο,Α/Δ Λαμίας-Τρικάλων,39.47460,21.90324,operator-ko@toll-analysis.example,0.80,1.15,2.85,4.05
KO,Central Routes,KO15,Σταθμός Διοδίων Καλαμπάκας Πλευρικά (Από Καλαμπάκα),ΠΛ,Τρικάλων-Καλαμπάκα,Κεντρική Οδός,39.70028,21.60858,operator-ko@toll-analysis.example,0.60,0.90,2.25,3.15
KO,Central Routes,KO16,Σταθμός Διοδίων Καλαμπάκας Πλευρικά (Προς Καλαμπάκα),ΠΛ,Τρικάλων-Καλαμπάκα,Κεντρική Οδός,39.69975,21.61080,operator-ko@toll-analysis.example,0.60,0.90,2.25,3.15
KO,Central Routes,KO17,Σταθμός Διοδίων Τρικάλων Πλευρικά (Από Τρίκαλα),ΠΛ,Τρικάλων-Τρίκαλα,Κεντρική Οδός,39.56901,21.81829,operator-ko@toll-analysis.example,0.55,0.80,2.05,2.90
KO,Central Routes,KO18,Σταθμός Διοδίων Τρικάλων Πλευρικά (Προς Τρίκαλα),ΠΛ,Τρικάλων-Τρίκαλα,Κεντρική Οδός,39.56879,21.81811,operator-ko@toll-analysis.example,0.55,0.80,2.05,2.90
KO,Central Routes,KO19,Σταθμός Διοδίων Αγίας Μαρίνας Πλευρικά (Από Θεσ/νίκη),ΠΛ,Φθιώτιδος-Αγία Μαρίνα,Α/Δ Αθηνών-Θεσσαλονίκης,38.90377,22.57063,operator-ko@toll-analysis.example,0.90,1.30,3.30,4.60
KO,Central Routes,KO20,Σταθμός Διοδίων Αγίας Μαρίνας Πλευρικά (Προς Θεσ/νίκη),ΠΛ,Φθιώτιδος-Αγία Μαρίνα,Α/Δ Αθηνών-Θεσσαλονίκης,38.90305,22.56907,operator-ko@toll-analysis.example,0.90,1.30,3.30,4.60
KO,Central Routes,KO21,Σταθμός Διοδίων Θερμοπυλών Πλευρικά (Από Θεσσαλονίκη),ΠΛ,Φθιώτιδος-Θερμοπύλες,Α/Δ Αθηνών-Θεσσαλονίκης,38.79929,22.50926,operator-ko@toll-analysis.example,0.45,0.65,1.65,2.35
KO,Central Routes,KO22,Σταθμός Διοδίων Θερμοπυλών Πλευρικά (Προς Θεσσαλονίκη),ΠΛ,Φθιώτιδος-Θερμοπύλες,Α/Δ Αθηνών-Θεσσαλονίκης,38.79959,22.51118,operator-ko@toll-analysis.example,0.45,0.65,1.65,2.35
KO,Central Routes,KO23,Σταθμός Διοδίων Μώλου Πλευρικά (Από Αθήνα),ΠΛ,Φθιώτιδος-Μώλος,Α/Δ Αθηνών-Θεσσαλονίκης,38.80267,22.64938,operator-ko@toll-analysis.example,0.25,0.35,0.90,1.30
KO,Central Routes,KO24,Σταθμός Διοδίων Μώλου Πλευρικά (Προς Αθήνα),ΠΛ,Φθιώτιδος-Μώλος,Α/Δ Αθηνών-Θεσσαλονίκης,38.80290,22.64952,operator-ko@toll-analysis.example,0.25,0.35,0.90,1.30
KO,Central Routes,KO25,Σταθμός Διοδίων Στυλίδας Πλευρικά (Από Θεσσαλονίκη),ΠΛ,Φθιώτιδος-Στυλίδα,Α/Δ Αθηνών-Θεσσαλονίκης,38.91363,22.65900,operator-ko@toll-analysis.example,0.50,0.70,1.75,2.50
KO,Central Routes,KO26,Σταθμός Διοδίων Στυλίδας Πλευρικά (Προς Θεσσαλονίκη),ΠΛ,Φθιώτιδος-Στυλίδα,Α/Δ Αθηνών-Θεσσαλονίκης,38.91357,22.65774,operator-ko@toll-analysis.example,0.50,0.70,1.75,2.50
MO,Southern Link,MO01,Σταθμός Διοδίων Βελιγοστής Μετωπικά (Προς Καλαμάτα),ΜΤ,Αρκαδίας-Βελιγοστή,Α/Δ Μορέας,37.34516,22.11037,operator-mo@toll-analysis.example,0.90,1.35,3.40,4.80
MO,Southern Link,MO02,Σταθμός Διοδίων Βελιγοστής Μετωπικά (Προς Κόρινθο),ΜΤ,Αρκαδίας-Βελιγοστή,Α/Δ Μορέας,37.34483,22.11030,operator-mo@toll-analysis.example,0.90,1.35,3.40,4.80
MO,Southern Link,MO03,Σταθμός Διοδίων Γέφυρας Μάναρη Μετωπικά (Προς Καλαμάτα),ΜΤ,Αρκαδίας-Μάναρης,Α/Δ Μορέας,37.41249,22.30764,operator-mo@toll-analysis.example,1.40,2.10,5.25,7.40
MO,Southern Link,MO04,Σταθμός Διοδίων Γέφυρας Μάναρη Μετωπικά (Προς Κόρινθο),ΜΤ,Αρκαδίας-Μάναρης,Α/Δ Μορέας,37.41220,22.30776,operator-mo@toll-analysis.example,1.40,2.10,5.25,7.40
MO,Southern Link,MO05,Σταθμός Διοδίων Νεστάνης Μετωπικά (Προς Καλαμάτα),ΜΤ,Αρκαδίας-Νεστάνη,Α/Δ Μορέας,37.60085,22.44646,operator-mo@toll-analysis.example,1.80,2.60,6.50,9.10
MO,Southern Link,MO06,Σταθμός Διοδίων Νεστάνης Μετωπικά (Προς Κόρινθο),ΜΤ,Αρκαδίας-Νεστάνη,Α/Δ Μορέας,37.60057,22.44655,operator-mo@toll-analysis.example,1.80,2.60,6.50,9.10
MO,Southern Link,MO07,Σταθμός Διοδίων Πετρίνας Μετωπικά (Προς Κόρινθο-Καλαμάτα),ΜΤ,Αρκαδίας-Πετρίνα,Α/Δ Μορέας,37.29864,22.21032,operator-mo@toll-analysis.example,2.20,3.15,7.90,11.10
MO,Southern Link,MO08,Σταθμός Διοδίων Πετρίνας Μετωπικά (Προς Σπάρτη),ΜΤ,Αρκαδίας-Πετρίνα,Α/Δ Μορέας,37.29884,22.21009,operator-mo@toll-analysis.example,2.20,3.15,7.90,11.10
MO,Southern Link,MO09,Σταθμός Διοδίων Σπαθοβουνίου Μετωπικά (Προς Καλαμάτα),ΜΤ,Κορινθίας-Σπαθοβούνι,Α/Δ Μορέας,37.83599,22.80797,operator-mo@toll-analysis.example,1.90,2.70,6.85,9.60
MO,Southern Link,MO10,Σταθμός Διοδίων Σπαθοβουνίου Μετωπικά (Προς Κόρινθο),ΜΤ,Κορινθίας-Σπαθοβούνι,Α/Δ Μορέας,37.83565,22.80808,operator-mo@toll-analysis.example,1.90,2.70,6.85,9.60
MO,Southern Link,MO11,Σταθμός Διοδίων Καλαμάτας Μετωπικά (Προς Καλαμάτα),ΜΤ,Μεσσηνίας-Καλαμάτα,Α/Δ Μορέας,37.13694,22.03779,operator-mo@toll-analysis.example,1.40,2.05,5.15,7.25
MO,Southern Link,MO12,Σταθμός Διοδίων Καλαμάτας Μετωπικά (Προς Κόρινθο),ΜΤ,Μεσσηνίας-Καλαμάτα,Α/Δ Μορέας,37.13675,22.03810,operator-mo@toll-analysis.example,1.40,2.05,5.15,7.25
MO,Southern Link,MO13,Σταθμός Διοδίων Αρφαρών Πλευρικά (Από Κόρινθο),ΠΛ,Μεσσηνίας-Αρφαρά,Α/Δ Μορέας,37.15246,22.02610,operator-mo@toll-analysis.example,0.50,0.80,2.05,2.85
MO,Southern Link,MO14,Σταθμός Διοδίων Αρφαρών Πλευρικά (Προς Κόρινθο),ΠΛ,Μεσσηνίας-Αρφαρά,Α/Δ Μορέας,37.15349,22.02565,operator-mo@toll-analysis.example,0.50,0.80,2.05,2.85
MO,Southern Link,MO15,Σταθμός Διοδίων Θουρίας Πλευρικά (Από Καλαμάτα),ΠΛ,Μεσσηνίας-Θουρία,Α/Δ Μορέας,37.07192,22.04808,operator-mo@toll-analysis.example,0.30,0.50,1.30,1.85
MO,Southern Link,MO16,Σταθμός Διοδίων Θουρίας Πλευρικά (Προς Καλαμάτα),ΠΛ,Μεσσηνίας-Θουρία,Α/Δ Μορέας,37.07162,22.04731,operator-mo@toll-analysis.example,0.30,0.50,1.30,1.85
MO,Southern Link,MO17,Σταθμός Διοδίων Παραδείσιων Πλευρικά (Από Καλαμάτα),ΠΛ,Μεσσηνίας-Παραδείσια,Α/Δ Μορέας,37.33067,22.07845,operator-mo@toll-analysis.example,0.50,0.80,2.05,2.90
MO,Southern Link,MO18,Σταθμός Διοδίων Παραδείσιων Πλευρικά (Προς Καλαμάτα),ΠΛ,Μεσσηνίας-Παραδείσια,Α/Δ Μορέας,37.33179,22.07778,operator-mo@toll-analysis.example,0.50,0.80,2.05,2.90
NAO,Metro Ring,NAO01,Σταθμός Διοδίων Αγίας Παρασκευής Πλευρικά (Προς Καρέα),ΜΤ,Αττικής-Αγία Παρασκευή,Περιφ. Υμηττού,38.00812,23.83668,operator-nao@toll-analysis.example,1.25,2.50,6.25,10.00
NAO,Metro Ring,NAO02,Σταθμός Διοδίων Αγίας Παρασκευής Πλευρικά (Προς Παλλήνη),ΜΤ,Αττικής-Αγία Παρασκευή,Περιφ. Υμηττού,38.00910,23.84211,operator-nao@toll-analysis.example,1.25,2.50,6.25,10.00
NAO,Metro Ring,NAO03,Σταθμός Διοδίων Δημόκριτου Πλευρικά (Προς Παλλήνη),ΜΤ,Αττικής-Αγία Παρασκευή,Περιφ. Υμηττού,37.99958,23.82120,operator-nao@toll-analysis.example,1.25,2.50,6.25,10.00
NAO,Metro Ring,NAO04,Σταθμός Διοδίων Ανθούσας Πλευρικά (Προς Ελευσίνα),ΜΤ,Αττικής-Ανθούσα,Αττική Οδός,38.01688,23.86606,operator-nao@toll-analysis.example,1.25,2.50,6.25,10.00
NAO,Metro Ring,NAO05,Σταθμός Διοδίων Περιφεριακής Αιγάλεω Πλευρικά (Προς Αεροδρόμιο),ΜΤ,Αττικής-Άνω Λιόσια,Αττική Οδός,38.07565,23.67635,operator-nao@toll-analysis.example,1.25,2.50,6.25,10.00
NAO,Metro Ring,NAO06,Σταθμός Διοδίων Περιφεριακής Αιγάλεω Πλευρικά (Προς Ελευσίνα),ΜΤ,Αττικής-Άνω Λιόσια,Αττική Οδός,38.08009,23.67856,operator-nao@toll-analysis.example,1.25,2.50,6.25,10.00
NAO,Metro Ring,NAO07,Σταθμός Διοδίων Ασπροπύργου Πλευρικά (Προς Αεροδρόμιο),ΜΤ,Αττικής-Ασπρόπυργος,Αττική Οδός,38.08919,23.62220,operator-nao@toll-analysis.example,1.25,2.50,6.25,10.00
NAO,Metro Ring,NAO08,Σταθμός Διοδίων Ασπροπύργου Πλευρικά (Προς Ελευσίνα),ΜΤ,Αττικής-Ασπρόπυργος,Αττική Οδός,38.09040,23.61994,operator-nao@toll-analysis.example,1.25,2.50,6.25,10.00
NAO,Metro Ring,NAO09,Σταθμός Διοδίων Λεωφ. Δουκίσσης Πλακεντίας Πλευρικά (Προς Αεροδρόμιο),ΜΤ,Αττικής-Βριλήσσια,Αττική Οδός,38.02401,23.83473,operator-nao@toll-analysis.example,1.25,2.50,6.25,10.00
NAO,Metro Ring,NAO10,Σταθμός Διοδίων Λεωφ. Δουκίσσης Πλακεντίας Πλευρικά (Προς Ελευσίνα),ΜΤ,Αττικής-Βριλήσσια,Αττική Οδός,38.02517,23.83393,operator-nao@toll-analysis.example,1.25,2.50,6.25,10.00
NAO,Metro Ring,NAO11,Σταθμός Διοδίων Λεωφ. Δουκίσσης Πλακεντίας Πλευρικά (Προς Καρέα),ΜΤ,Αττικής-Βριλήσσια,Περιφ. Υμηττού,38.01935,23.83767,operator-nao@toll-analysis.example,1.25,2.50,6.25,10.00
NAO,Metro Ring,NAO12,Σταθμός Διοδίων Λεωφ. Πεντέλης Πλευρικά (Προς Αεροδρόμιο),ΜΤ,Αττικής-Βριλήσσια,Αττική Οδός,38.02703,23.82915,operator-nao@toll-analysis.example,1.25,2.50,6.25,10.00
NAO,Metro Ring,NAO13,Σταθμός Διοδίων Λεωφ. Πεντέλης Πλευρικά (Προς Ελευσίνα),ΜΤ,Αττικής-Βριλήσσια,Αττική Οδός,38.03427,23.82164,operator-nao@toll-analysis.example,1.25,2.50,6.25,10.00
NAO,Metro Ring,NAO14,Σταθμός Διοδίων Γλυκών Νερών Πλευρικά (Προς Καρέα),ΜΤ,Αττικής-Γλυκά Νερά,Περιφ. Υμηττού,37.99753,23.84944,operator-nao@toll-analysis.example,1.25,2.50,6.25,10.00
NAO,Metro Ring,NAO15,Σταθμός Διοδίων Γλυκών Νερών Πλευρικά (Προς Παλλήνη),ΜΤ,Αττικής-Γλυκά Νερά,Περιφ. Υμηττού,37.99710,23.85116,operator-nao@toll-analysis.example,1.25,2.50,6.25,10.00
NAO,Metro Ring,NAO16,Σταθμός Διοδίων Λεωφ. Δημοκρατίας Πλευρικά (Προς Αεροδρόμιο),ΜΤ,Αττικής-Ζεφύρι,Αττική Οδός,38.06607,23.73427,operator-nao@toll-analysis.example,1.25,2.50,6.25,10.00
NAO,Metro Ring,NAO17,Σταθμός Διοδίων Λεωφ. Δημοκρατίας Πλευρικά (Προς Ελευσίνα),ΜΤ,Αττικής-Ζεφύρι,Αττική Οδός,38.06741,23.73161,operator-nao@toll-analysis.example,1.25,2.50,6.25,10.00
NAO,Metro Ring,NAO18,Σταθμός Διοδίων Λεωφ. Ηρακλείου Πλευρικά (Προς Αεροδρόμιο),ΜΤ,Αττικής-Ηράκλειο,Αττική Οδός,38.05641,23.77234,operator-nao@toll-analysis.example,1.25,2.50,6.25,10.00
NAO,Metro Ring,NAO19,Σταθμός Διοδίων Λεωφ. Ηρακλείου Πλευρικά (Προς Ελευσίνα),ΜΤ,Αττικής-Ηράκλειο,Αττική Οδός,38.05859,23.76884,operator-nao@toll-analysis.example,1.25,2.50,6.25,10.00
NAO,Metro Ring,NAO20,Σταθμός Διοδίων Λεωφ. Κύμης Πλευρικά (Προς Αεροδρόμιο),ΜΤ,Αττικής-Ηράκλειο,Αττική Οδός,38.04838,23.78561,operator-nao@toll-analysis.example,1.25,2.50,6.25,10.00
NAO,Metro Ring,NAO21,Σταθμός Διοδίων Λεωφ. Κύμης Πλευρικά (Προς Ελευσίνα),ΜΤ,Αττικής-Ηράκλειο,Αττική Οδός,38.05237,23.78147,operator-nao@toll-analysis.example,1.25,2.50,6.25,10.00
NAO,Metro Ring,NAO22,Σταθμός Διοδίων Λεωφ. Φυλής Πλευρικά (Προς Αεροδρόμιο),ΜΤ,Αττικής-Καματερό,Αττική Οδός,38.07018,23.71147,operator-nao@toll-analysis.example,1.25,2.50,6.25,10.00
NAO,Metro Ring,NAO23,Σταθμός Διοδίων Λεωφ. Φυλής Πλευρικά (Προς Ελευσίνα),ΜΤ,Αττικής-Καματερό,Αττική Οδός,38.07138,23.70832,operator-nao@toll-analysis.example,1.25,2.50,6.25,10.00
NAO,Metro Ring,NAO24,Σταθμός Διοδίων Κορωπίου Μετωπικά (Προς Ελευσίνα),ΜΤ,Αττικής-Κορωπί,Αττική Οδός,37.93851,23.88683,operator-nao@toll-analysis.example,1.25,2.50,6.25,10.00
NAO,Metro Ring,NAO25,Σταθμός Διοδίων Λεωφ. Κηφισίας Πλευρικά (Προς Αεροδρόμιο),ΜΤ,Αττικής-Μαρούσι,Αττική Οδός,38.04123,23.80530,operator-nao@toll-analysis.example,1.25,2.50,6.25,10.00
NAO,Metro Ring,NAO26,Σταθμός Διοδίων Λεωφ. Κηφισίας Πλευρικά (Προς Ελευσίνα),ΜΤ,Αττικής-Μαρούσι,Αττική Οδός,38.04366,23.79931,operator-nao@toll-analysis.example,1.25,2.50,6.25,10.00
NAO,Metro Ring,NAO27,Σταθμός Διοδίων Αθηνών-Λαμίας Πλευρικά (Από Αθήνα Προς Αεροδρόμιο),ΜΤ,Αττικής-Μεταμόρφωση,Αττική Οδός,38.06086,23.75050,operator-nao@toll-analysis.example,1.25,2.50,6.25,10.00
NAO,Metro Ring,NAO28,Σταθμός Διοδίων Αθηνών-Λαμίας Πλευρικά (Από Αθήνα Προς Ελευσίνα),ΜΤ,Αττικής-Μεταμόρφωση,Αττική Οδός,38.06285,23.74866,operator-nao@toll-analysis.example,1.25,2.50,6.25,10.00
NAO,Metro Ring,NAO29,Σταθμός Διοδίων Αθηνών-Λαμίας Πλευρικά (Από Λαμία Προς Αεροδρόμιο),ΜΤ,Αττικής-Μεταμόρφωση,Αττική Οδός,38.06120,23.75044,operator-nao@toll-analysis.example,1.25,2.50,6.25,10.00
NAO,Metro Ring,NAO30,Σταθμός Διοδίων Αθηνών-Λαμίας Πλευρικά (Από Λαμία Προς Ελευσίνα),ΜΤ,Αττικής-Μεταμόρφωση,Αττική Οδός,38.06315,23.74873,operator-nao@toll-analysis.example,1.25,2.50,6.25,10.00
NAO,Metro Ring,NAO31,Σταθμός Διοδίων Παιανίας Πλευρικά (Προς Αεροδρόμιο),ΜΤ,Αττικής-Παιανία,Αττική Οδός,37.95341,23.88573,operator-nao@toll-analysis.example,1.25,2.50,6.25,10.00
NAO,Metro Ring,NAO32,Σταθμός Διοδίων Παιανίας Πλευρικά (Προς Ελευσίνα),ΜΤ,Αττικής-Παιανία,Αττική Οδός,37.95731,23.88672,operator-nao@toll-analysis.example,1.25,2.50,6.25,10.00
NAO,Metro Ring,NAO33,Σταθμός Διοδίων Λεωφ. Μαραθώνος Πλευρικά (Προς Αεροδρόμιο),ΜΤ,Αττικής-Παλλήνη,Αττική Οδός,38.00431,23.86971,operator-nao@toll-analysis.example,1.25,2.50,6.25,10.00
NAO,Metro Ring,NAO34,Σταθμός Διοδίων Λεωφ. Μαραθώνος Πλευρικά (Προς Ελευσίνα),ΜΤ,Αττικής-Παλλήνη,Αττική Οδός,38.00805,23.86918,operator-nao@toll-analysis.example,1.25,2.50,6.25,10.00
NAO,Metro Ring,NAO35,Σταθμός Διοδίων Παλλήνης Πλευρικά (Προς Καρέα),ΜΤ,Αττικής-Παλλήνη,Περιφ. Υμηττού,37.99397,23.88736,operator-nao@toll-analysis.example,1.25,2.50,6.25,10.00
NAO,Metro Ring,NAO36,Σταθμός Διοδίων Κατεχάκη Μετωπικά (Προς Παλλήνη),ΜΤ,Αττικής-Παπάγος,Περιφ. Υμηττού,37.97720,23.80010,operator-nao@toll-analysis.example,1.25,2.50,6.25,10.00
NAO,Metro Ring,NAO37,Σταθμός Διοδίων Παπάγου Πλευρικά (Προς Καρέα),ΜΤ,Αττικής-Παπάγος,Περιφ. Υμηττού,37.98565,23.80999,operator-nao@toll-analysis.example,1.25,2.50,6.25,10.00
NAO,Metro Ring,NAO38,Σταθμός Διοδίων Παπάγου Πλευρικά (Προς Παλλήνη),ΜΤ,Αττικής-Παπάγος,Περιφ. Υμηττού,37.98559,23.81250,operator-nao@toll-analysis.example,1.25,2.50,6.25,10.00
NAO,Metro Ring,NAO39,Σταθμός Διοδίων Ρουπακίου Μετωπικά (Προς Αεροδρόμιο),ΜΤ,Αττικής-Ρουπάκι,Αττική Οδός,38.09389,23.59099,operator-nao@toll-analysis.example,1.25,2.50,6.25,10.00
NAO,Metro Ring,NAO40,Σταθμός Διοδίων Κάντζας Πλευρικά (Προς Αεροδρόμιο),ΜΤ,Αττικής-Σπάτα-Κάντζα,Αττική Οδός,37.98003,23.86990,operator-nao@toll-analysis.example,1.25,2.50,6.25,10.00
NAO,Metro Ring,NAO41,Σταθμός Διοδίων Κάντζας Πλευρικά (Προς Ελευσίνα),ΜΤ,Αττικής-Σπάτα-Κάντζα,Αττική Οδός,37.98229,23.87047,operator-nao@toll-analysis.example,1.25,2.50,6.25,10.00
NO,Eastern Roads,NO01,Σταθμός Διοδίων Αγγελόκαστρου Μετωπικά (Προς Ιωάννινα),ΜΤ,Αιτωλοακαρνανίας-Αγγελόκαστρο,Α/Δ Αντιρρίου-Ιωαννίνων,38.54935,21.27241,operator-no@toll-analysis.example,2.70,3.85,9.60,13.50
NO,Eastern Roads,NO02,Σταθμός Διοδίων Αγγελόκαστρου Μετωπικά (Προς Ρίο),ΜΤ,Αιτωλοακαρνανίας-Αγγελόκαστρο,Α/Δ Αντιρρίου-Ιωαννίνων,38.54947,21.27210,operator-no@toll-analysis.example,2.70,3.85,9.60,13.50
NO,Eastern Roads,NO03,Σταθμός Διοδίων Κλόκοβας Μετωπικά (Προς Ιωάννινα),ΜΤ,Αιτωλοακαρνανίας-Γαβρολίμνη,Α/Δ Αντιρρίου-Ιωαννίνων,38.35929,21.65685,operator-no@toll-analysis.example,2.25,3.25,8.20,11.45
NO,Eastern Roads,NO04,Σταθμός Διοδίων Κλόκοβας Μετωπικά (Προς Ρίο),ΜΤ,Αιτωλοακαρνανίας-Γαβρολίμνη,Α/Δ Αντιρρίου-Ιωαννίνων,38.35921,21.65640,operator-no@toll-analysis.example,2.25,3.25,8.20,11.45
NO,Eastern Roads,NO05,Σταθμός Διοδίων Μενιδίου Μετωπικά (Προς Ιωάννινα),ΜΤ,Αιτωλοακαρνανίας-Μενίδι,Α/Δ Αντιρρίου-Ιωαννίνων,38.98982,21.17102,operator-no@toll-analysis.example,2.30,3.25,8.20,11.50
NO,Eastern Roads,NO06,Σταθμός Διοδίων Μενιδίου Μετωπικά (Προς Ρίο),ΜΤ,Αιτωλοακαρνανίας-Μενίδι,Α/Δ Αντιρρίου-Ιωαννίνων,38.98999,21.17073,operator-no@toll-analysis.example,2.30,3.25,8.20,11.50
NO,Eastern Roads,NO07,Σταθμός Διοδίων Αφιδνών Μετωπικά (Προς Αθήνα),ΜΤ,Αττικής-Αφίδνες,Α/Δ Αθηνών-Θεσσαλονίκης,38.17650,23.85388,operator-no@toll-analysis.example,2.50,3.55,8.95,12.55
NO,Eastern Roads,NO08,Σταθμός Διοδίων Αφιδνών Μετωπικά (Προς Θεσσαλονίκη),ΜΤ,Αττικής-Αφίδνες,Α/Δ Αθηνών-Θεσσαλονίκης,38.17634,23.85444,operator-no@toll-analysis.example,2.50,3.55,8.95,12.55
NO,Eastern Roads,NO09,Σταθμός Διοδίων Θήβας Μετωπικά (Προς Αθήνα),ΜΤ,Βοιωτίας-Θήβα,Α/Δ Αθηνών-Θεσσαλονίκης,38.37082,23.28677,operator-no@toll-analysis.example,2.90,4.20,10.50,14.70
NO,Eastern Roads,NO10,Σταθμός Διοδίων Θήβας Μετωπικά (Προς Θεσσαλονίκη),ΜΤ,Βοιωτίας-Θήβα,Α/Δ Αθηνών-Θεσσαλονίκης,38.37090,23.28704,operator-no@toll-analysis.example,2.90,4.20,10.50,14.70
